2013 Congressional Districts,Zip Code,Zip Code Name,Zip Code Type,Zip Code Area Name,Percent of Population,Single Location Zip Code
03,96080,Red Bluff,Non Unique,Red Bluff,0.0,
04,93271,Three Rivers,Non Unique,Three Rivers,0.0,
04,93514,Bishop,Non Unique,Bishop,0.0,
04,93526,Independence,Non Unique,Independence,0.0,
04,93546,Mammoth Lakes,Non Unique,Mammoth Lakes,0.0,
04,93601,Ahwahnee,Non Unique,Ahwahnee,100.0,
04,93602,Auberry,Non Unique,Auberry,100.0,
04,93603,Badger,Non Unique,Badger,0.0,
04,93604,Bass Lake,Non Unique,Bass Lake,100.0,
04,93605,Big Creek,Po Box,Big Creek,100.0,
04,93610,Chowchilla,Non Unique,Chowchilla,0.2,
04,93614,Coarsegold,Non Unique,Coarsegold,100.0,
04,93619,Clovis,Non Unique,Clovis,9.5,
04,93621,Dunlap,Non Unique,Dunlap,85.4,
04,93623,Fish Camp,Non Unique,Fish Camp,100.0,
04,93626,Friant,Non Unique,Friant,66.2,
04,93628,Hume,Non Unique,Hume,100.0,
04,93634,Lakeshore,Po Box,Lakeshore,,
04,93636,Madera,Non Unique,Madera,2.4,
04,93638,Madera,Non Unique,Madera,0.0,
04,93641,Miramonte,Non Unique,Miramonte,86.6,
04,93643,North Fork,Non Unique,North Fork,100.0,
04,93644,Oakhurst,Non Unique,Oakhurst,100.0,
04,93645,O Neals,Non Unique,O Neals,100.0,
04,93646,Orange Cove,Non Unique,Orange Cove,0.0,
04,93647,Orosi,Non Unique,Orosi,0.0,
04,93651,Prather,Non Unique,Prather,100.0,
04,93653,Raymond,Non Unique,Raymond,100.0,
04,93654,Reedley,Non Unique,Reedley,0.0,
04,93657,Sanger,Non Unique,Sanger,3.4,
04,93664,Shaver Lake,Non Unique,Shaver Lake,100.0,
04,93667,Tollhouse,Non Unique,Tollhouse,100.0,
04,93669,Wishon,Non Unique,Wishon,100.0,
04,93675,Squaw Valley,Non Unique,Squaw Valley,10.6,
04,95221,Altaville,Po Box,Altaville,100.0,
04,95222,Angels Camp,Non Unique,Angels Camp,100.0,
04,95223,Arnold,Non Unique,Arnold,100.0,
04,95224,Avery,Po Box,Avery,100.0,
04,95225,Burson,Po Box,Burson,100.0,
04,95226,Campo Seco,Po Box,Campo Seco,100.0,
04,95228,Copperopolis,Non Unique,Copperopolis,100.0,
04,95229,Douglas Flat,Po Box,Douglas Flat,100.0,
04,95230,Farmington,Non Unique,Farmington,21.1,
04,95232,Glencoe,Non Unique,Glencoe,100.0,
04,95233,Hathaway Pines,Po Box,Hathaway Pines,100.0,
04,95236,Linden,Non Unique,Linden,0.0,
04,95240,Lodi,Non Unique,Lodi,0.0,
04,95245,Mokelumne Hill,Non Unique,Mokelumne Hill,100.0,
04,95246,Mountain Ranch,Non Unique,Mountain Ranch,100.0,
04,95247,Murphys,Non Unique,Murphys,100.0,
04,95248,Rail Road Flat,Po Box,Rail Road Flat,100.0,
04,95249,San Andreas,Non Unique,San Andreas,100.0,
04,95251,Vallecito,Non Unique,Vallecito,100.0,
04,95252,Valley Springs,Non Unique,Valley Springs,100.0,
04,95254,Wallace,Po Box,Wallace,100.0,
04,95255,West Point,Non Unique,West Point,100.0,
04,95257,Wilseyville,Non Unique,Wilseyville,100.0,
04,95305,Big Oak Flat,Po Box,Big Oak Flat,100.0,
04,95306,Catheys Valley,Non Unique,Catheys Valley,100.0,
04,95309,Chinese Camp,Po Box,Chinese Camp,100.0,
04,95310,Columbia,Non Unique,Columbia,100.0,
04,95311,Coulterville,Non Unique,Coulterville,100.0,
04,95318,El Portal,Po Box,El Portal,100.0,
04,95321,Groveland,Non Unique,Groveland,100.0,
04,95325,Hornitos,Non Unique,Hornitos,100.0,
04,95327,Jamestown,Non Unique,Jamestown,100.0,
04,95329,La Grange,Non Unique,La Grange,90.0,
04,95333,Le Grand,Non Unique,Le Grand,0.1,
04,95335,Long Barn,Non Unique,Long Barn,100.0,
04,95338,Mariposa,Non Unique,Mariposa,100.0,
04,95340,Merced,Non Unique,Merced,0.0,
04,95345,Midpines,Non Unique,Midpines,100.0,
04,95346,Mi Wuk Village,Non Unique,Mi Wuk Village,100.0,
04,95347,Moccasin,Po Box,Moccasin,100.0,
04,95361,Oakdale,Non Unique,Oakdale,0.0,
04,95364,Pinecrest,Non Unique,Pinecrest,100.0,
04,95369,Snelling,Non Unique,Snelling,6.6,
04,95370,Sonora,Non Unique,Sonora,100.0,
04,95372,Soulsbyville,Non Unique,Soulsbyville,100.0,
04,95373,Standard,Po Box,Standard,,*
04,95375,Strawberry,Po Box,Strawberry,100.0,
04,95379,Tuolumne,Non Unique,Tuolumne,100.0,
04,95383,Twain Harte,Non Unique,Twain Harte,100.0,
04,95389,Yosemite National Park,Non Unique,Yosemite National Park,100.0,
04,95601,Amador City,Po Box,Amador City,100.0,
04,95603,Auburn,Non Unique,Auburn,52.1,
04,95604,Auburn,Po Box,Auburn,,*
04,95610,Citrus Heights,Non Unique,Citrus Heights,0.0,
04,95613,Coloma,Po Box,Coloma,100.0,
04,95614,Cool,Non Unique,Cool,100.0,
04,95619,Diamond Springs,Non Unique,Diamond Springs,100.0,
04,95621,Citrus Heights,Non Unique,Citrus Heights,0.0,
04,95623,El Dorado,Non Unique,El Dorado,100.0,
04,95626,Elverta,Non Unique,Elverta,8.4,
04,95629,Fiddletown,Non Unique,Fiddletown,100.0,
04,95630,Folsom,Non Unique,Folsom,0.0,
04,95631,Foresthill,Non Unique,Foresthill,100.0,
04,95632,Galt,Non Unique,Galt,0.0,
04,95633,Garden Valley,Non Unique,Garden Valley,100.0,
04,95634,Georgetown,Non Unique,Georgetown,100.0,
04,95635,Greenwood,Non Unique,Greenwood,100.0,
04,95636,Grizzly Flats,Non Unique,Grizzly Flats,100.0,
04,95638,Herald,Non Unique,Herald,0.0,
04,95640,Ione,Non Unique,Ione,100.0,
04,95642,Jackson,Non Unique,Jackson,100.0,
04,95644,Kit Carson,Po Box,Kit Carson,,
04,95646,Kirkwood,Po Box,Kirkwood,100.0,
04,95648,Lincoln,Non Unique,Lincoln,95.0,
04,95650,Loomis,Non Unique,Loomis,100.0,
04,95651,Lotus,Non Unique,Lotus,100.0,
04,95654,Martell,Po Box,Martell,,*
04,95656,Mount Aukum,Po Box,Mount Aukum,100.0,
04,95658,Newcastle,Non Unique,Newcastle,96.1,
04,95661,Roseville,Non Unique,Roseville,99.7,
04,95662,Orangevale,Non Unique,Orangevale,0.1,
04,95663,Penryn,Non Unique,Penryn,100.0,
04,95664,Pilot Hill,Non Unique,Pilot Hill,100.0,
04,95665,Pine Grove,Non Unique,Pine Grove,100.0,
04,95666,Pioneer,Non Unique,Pioneer,100.0,
04,95667,Placerville,Non Unique,Placerville,100.0,
04,95668,Pleasant Grove,Non Unique,Pleasant Grove,17.3,
04,95669,Plymouth,Non Unique,Plymouth,100.0,
04,95672,Rescue,Non Unique,Rescue,100.0,
04,95674,Rio Oso,Non Unique,Rio Oso,0.0,
04,95675,River Pines,Po Box,River Pines,100.0,
04,95677,Rocklin,Non Unique,Rocklin,100.0,
04,95678,Roseville,Non Unique,Roseville,100.0,
04,95681,Sheridan,Non Unique,Sheridan,96.9,
04,95682,Shingle Springs,Non Unique,Shingle Springs,100.0,
04,95683,Sloughhouse,Non Unique,Sloughhouse,0.1,
04,95684,Somerset,Non Unique,Somerset,100.0,
04,95685,Sutter Creek,Non Unique,Sutter Creek,100.0,
04,95689,Volcano,Non Unique,Volcano,100.0,
04,95692,Wheatland,Non Unique,Wheatland,0.0,
04,95699,Drytown,Po Box,Drytown,100.0,
04,95709,Camino,Non Unique,Camino,100.0,
04,95713,Colfax,Non Unique,Colfax,2.2,
04,95720,Kyburz,Non Unique,Kyburz,100.0,
04,95721,Echo Lake,Po Box,Echo Lake,,*
04,95726,Pollock Pines,Non Unique,Pollock Pines,100.0,
04,95728,Soda Springs,Po Box,Soda Springs,0.0,
04,95735,Twin Bridges,Non Unique,Twin Bridges,100.0,
04,95746,Granite Bay,Non Unique,Granite Bay,100.0,
04,95747,Roseville,Non Unique,Roseville,99.9,
04,95762,El Dorado Hills,Non Unique,El Dorado Hills,100.0,
04,95765,Rocklin,Non Unique,Rocklin,100.0,
04,95843,Antelope,Non Unique,Antelope,0.1,
04,96107,Coleville,Non Unique,Coleville,0.0,
04,96120,Markleeville,Non Unique,Markleeville,100.0,
04,96133,Topaz,Non Unique,Topaz,0.0,
04,96140,Carnelian Bay,Po Box,Carnelian Bay,100.0,
04,96141,Homewood,Po Box,Homewood,100.0,
04,96142,Tahoma,Po Box,Tahoma,100.0,
04,96143,Kings Beach,Po Box,Kings Beach,100.0,
04,96145,Tahoe City,Po Box,Tahoe City,100.0,
04,96146,Olympic Valley,Non Unique,Olympic Valley,100.0,
04,96148,Tahoe Vista,Po Box,Tahoe Vista,100.0,
04,96150,South Lake Tahoe,Non Unique,South Lake Tahoe,100.0,
04,96151,South Lake Tahoe,Po Box,South Lake Tahoe,,*
04,96152,South Lake Tahoe,Po Box,South Lake Tahoe,,*
04,96154,South Lake Tahoe,Po Box,South Lake Tahoe,,*
04,96155,South Lake Tahoe,Po Box,South Lake Tahoe,,*
04,96156,South Lake Tahoe,Po Box,South Lake Tahoe,,
04,96158,South Lake Tahoe,Po Box,South Lake Tahoe,,*
04,96160,Truckee,Po Box,Truckee,,*
04,96161,Truckee,Non Unique,Truckee,98.7,
04,96162,Truckee,Po Box,Truckee,,
05,94503,American Canyon,Non Unique,American Canyon,100.0,
05,94508,Angwin,Non Unique,Angwin,100.0,
05,94510,Benicia,Non Unique,Benicia,98.5,
05,94515,Calistoga,Non Unique,Calistoga,91.6,
05,94520,Concord,Non Unique,Concord,0.0,
05,94525,Crockett,Non Unique,Crockett,100.0,
05,94534,Fairfield,Non Unique,Fairfield,0.0,
05,94547,Hercules,Non Unique,Hercules,100.0,
05,94553,Martinez,Non Unique,Martinez,57.0,
05,94558,Napa,Non Unique,Napa,100.0,
05,94559,Napa,Non Unique,Napa,100.0,
05,94562,Oakville,Po Box,Oakville,100.0,
05,94564,Pinole,Non Unique,Pinole,99.7,
05,94567,Pope Valley,Non Unique,Pope Valley,100.0,
05,94569,Port Costa,Po Box,Port Costa,100.0,
05,94572,Rodeo,Non Unique,Rodeo,100.0,
05,94573,Rutherford,Po Box,Rutherford,100.0,
05,94574,Saint Helena,Non Unique,Saint Helena,100.0,
05,94576,Deer Park,Non Unique,Deer Park,,
05,94581,Napa,Po Box,Napa,,*
05,94585,Suisun City,Non Unique,Suisun City,0.0,
05,94589,Vallejo,Non Unique,Vallejo,100.0,
05,94590,Vallejo,Non Unique,Vallejo,100.0,
05,94591,Vallejo,Non Unique,Vallejo,100.0,
05,94592,Vallejo,Non Unique,Vallejo,100.0,
05,94599,Yountville,Non Unique,Yountville,100.0,
05,94801,Richmond,Non Unique,Richmond,0.2,
05,94803,El Sobrante,Non Unique,El Sobrante,0.1,
05,94806,San Pablo,Non Unique,San Pablo,16.3,
05,94926,State Farm Insurance,Unique Organization,Rohnert Park,,*
05,94927,Rohnert Park,Po Box,Rohnert Park,,*
05,94928,Rohnert Park,Non Unique,Rohnert Park,100.0,
05,94931,Cotati,Non Unique,Cotati,99.7,
05,94945,Novato,Non Unique,Novato,0.0,
05,94951,Penngrove,Non Unique,Penngrove,100.0,
05,94952,Petaluma,Non Unique,Petaluma,0.3,
05,94954,Petaluma,Non Unique,Petaluma,4.0,
05,95401,Santa Rosa,Non Unique,Santa Rosa,98.8,
05,95402,Santa Rosa,Po Box,Santa Rosa,,*
05,95403,Santa Rosa,Non Unique,Santa Rosa,81.1,
05,95404,Santa Rosa,Non Unique,Santa Rosa,96.8,
05,95405,Santa Rosa,Non Unique,Santa Rosa,100.0,
05,95406,Santa Rosa,Po Box,Santa Rosa,,*
05,95407,Santa Rosa,Non Unique,Santa Rosa,100.0,
05,95409,Santa Rosa,Non Unique,Santa Rosa,100.0,
05,95416,Boyes Hot Springs,Po Box,Boyes Hot Springs,,*
05,95422,Clearlake,Non Unique,Clearlake,0.0,
05,95423,Clearlake Oaks,Non Unique,Clearlake Oaks,0.0,
05,95425,Cloverdale,Non Unique,Cloverdale,0.0,
05,95426,Cobb,Po Box,Cobb,100.0,
05,95431,Eldridge,Po Box,Eldridge,,*
05,95435,Finley,Po Box,Finley,,*
05,95439,Fulton,Non Unique,Fulton,100.0,
05,95442,Glen Ellen,Non Unique,Glen Ellen,100.0,
05,95448,Healdsburg,Non Unique,Healdsburg,0.0,
05,95449,Hopland,Non Unique,Hopland,0.0,
05,95451,Kelseyville,Non Unique,Kelseyville,99.9,
05,95452,Kenwood,Non Unique,Kenwood,100.0,
05,95453,Lakeport,Non Unique,Lakeport,61.9,
05,95457,Lower Lake,Non Unique,Lower Lake,55.8,
05,95461,Middletown,Non Unique,Middletown,100.0,
05,95467,Hidden Valley Lake,Non Unique,Hidden Valley Lake,100.0,
05,95472,Sebastopol,Non Unique,Sebastopol,2.6,
05,95476,Sonoma,Non Unique,Sonoma,100.0,
05,95482,Ukiah,Non Unique,Ukiah,0.0,
05,95487,Vineburg,Po Box,Vineburg,,*
05,95492,Windsor,Non Unique,Windsor,1.3,
05,95606,Brooks,Non Unique,Brooks,0.0,
05,95607,Capay,Non Unique,Capay,0.0,
05,95637,Guinda,Non Unique,Guinda,0.4,
05,95688,Vacaville,Non Unique,Vacaville,0.0,
05,95694,Winters,Non Unique,Winters,0.0,
06,94203,Sacramento,Po Box,Sacramento,,*
06,94204,Sacramento,Po Box,Sacramento,,*
06,94205,Sacramento,Po Box,Sacramento,,*
06,94206,Sacramento,Po Box,Sacramento,,*
06,94207,Sacramento,Po Box,Sacramento,,*
06,94208,Sacramento,Po Box,Sacramento,,*
06,94209,Sacramento,Po Box,Sacramento,,*
06,94211,Sacramento,Po Box,Sacramento,,*
06,94229,Sacramento,Po Box,Sacramento,,*
06,94230,Sacramento,Po Box,Sacramento,,*
06,94232,Sacramento,Po Box,Sacramento,,*
06,94234,Sacramento,Po Box,Sacramento,,*
06,94235,Sacramento,Po Box,Sacramento,,*
06,94236,Sacramento,Po Box,Sacramento,,*
06,94237,Sacramento,Po Box,Sacramento,,*
06,94239,Sacramento,Po Box,Sacramento,,*
06,94240,Sacramento,Po Box,Sacramento,,*
06,94244,Sacramento,Po Box,Sacramento,,*
06,94245,Sacramento,Po Box,Sacramento,,*
06,94246,Sacramento,Po Box,Sacramento,,*
06,94247,Sacramento,Po Box,Sacramento,,*
06,94248,Sacramento,Po Box,Sacramento,,*
06,94249,Sacramento,Po Box,Sacramento,,*
06,94250,Sacramento,Po Box,Sacramento,,*
06,94252,Sacramento,Po Box,Sacramento,,*
06,94254,Sacramento,Po Box,Sacramento,,*
06,94256,Sacramento,Po Box,Sacramento,,*
06,94257,Sacramento,Po Box,Sacramento,,*
06,94258,Sacramento,Po Box,Sacramento,,*
06,94259,Sacramento,Po Box,Sacramento,,*
06,94261,Sacramento,Po Box,Sacramento,,*
06,94262,Sacramento,Po Box,Sacramento,,*
06,94263,Sacramento,Po Box,Sacramento,,*
06,94267,Sacramento,Po Box,Sacramento,,*
06,94268,Sacramento,Po Box,Sacramento,,*
06,94269,Sacramento,Po Box,Sacramento,,*
06,94271,Sacramento,Po Box,Sacramento,,*
06,94273,Sacramento,Po Box,Sacramento,,*
06,94274,Sacramento,Po Box,Sacramento,,*
06,94277,Sacramento,Po Box,Sacramento,,*
06,94278,Sacramento,Po Box,Sacramento,,*
06,94279,Sacramento,Po Box,Sacramento,,*
06,94280,Sacramento,Po Box,Sacramento,,*
06,94282,Sacramento,Po Box,Sacramento,,*
06,94283,Sacramento,Po Box,Sacramento,,*
06,94284,Sacramento,Po Box,Sacramento,,*
06,94285,Sacramento,Po Box,Sacramento,,*
06,94286,Sacramento,Po Box,Sacramento,,*
06,94287,Sacramento,Po Box,Sacramento,,*
06,94288,Sacramento,Po Box,Sacramento,,*
06,94289,Sacramento,Po Box,Sacramento,,*
06,94290,Sacramento,Po Box,Sacramento,,*
06,94291,Sacramento,Po Box,Sacramento,,*
06,94293,Sacramento,Po Box,Sacramento,,*
06,94294,Sacramento,Po Box,Sacramento,,*
06,94295,Sacramento,Po Box,Sacramento,,*
06,94296,Sacramento,Po Box,Sacramento,,*
06,94297,Sacramento,Po Box,Sacramento,,*
06,94298,Sacramento,Po Box,Sacramento,,*
06,94299,Ca Brm Zip,Unique Organization,Sacramento,,*
06,95605,West Sacramento,Non Unique,West Sacramento,100.0,
06,95608,Carmichael,Non Unique,Carmichael,0.4,
06,95612,Clarksburg,Non Unique,Clarksburg,0.2,
06,95618,Davis,Non Unique,Davis,0.0,
06,95621,Citrus Heights,Non Unique,Citrus Heights,2.3,
06,95624,Elk Grove,Non Unique,Elk Grove,0.0,
06,95652,Mcclellan,Non Unique,Mcclellan,100.0,
06,95660,North Highlands,Non Unique,North Highlands,100.0,
06,95673,Rio Linda,Non Unique,Rio Linda,0.2,
06,95691,West Sacramento,Non Unique,West Sacramento,99.5,
06,95747,Roseville,Non Unique,Roseville,0.0,
06,95758,Elk Grove,Non Unique,Elk Grove,10.3,
06,95798,West Sacramento,Po Box,West Sacramento,,*
06,95799,West Sacramento,Po Box,West Sacramento,,*
06,95811,Sacramento,Non Unique,Sacramento,100.0,
06,95812,Sacramento,Po Box,Sacramento,,*
06,95813,Sacramento,Po Box,Sacramento,,*
06,95814,Sacramento,Non Unique,Sacramento,100.0,
06,95815,Sacramento,Non Unique,Sacramento,100.0,
06,95816,Sacramento,Non Unique,Sacramento,100.0,
06,95817,Sacramento,Non Unique,Sacramento,100.0,
06,95818,Sacramento,Non Unique,Sacramento,100.0,
06,95819,Sacramento,Non Unique,Sacramento,100.0,
06,95820,Sacramento,Non Unique,Sacramento,100.0,
06,95821,Sacramento,Non Unique,Sacramento,47.6,
06,95822,Sacramento,Non Unique,Sacramento,100.0,
06,95823,Sacramento,Non Unique,Sacramento,92.4,
06,95824,Sacramento,Non Unique,Sacramento,100.0,
06,95825,Sacramento,Non Unique,Sacramento,84.2,
06,95826,Sacramento,Non Unique,Sacramento,33.0,
06,95828,Sacramento,Non Unique,Sacramento,10.9,
06,95829,Sacramento,Non Unique,Sacramento,0.0,
06,95831,Sacramento,Non Unique,Sacramento,100.0,
06,95832,Sacramento,Non Unique,Sacramento,98.4,
06,95833,Sacramento,Non Unique,Sacramento,100.0,
06,95834,Sacramento,Non Unique,Sacramento,100.0,
06,95835,Sacramento,Non Unique,Sacramento,100.0,
06,95836,Sacramento,Non Unique,Sacramento,14.3,
06,95837,Sacramento,Non Unique,Sacramento,71.7,
06,95838,Sacramento,Non Unique,Sacramento,100.0,
06,95840,Franchise Tax Board,Unique Organization,Sacramento,,*
06,95841,Sacramento,Non Unique,Sacramento,65.8,
06,95842,Sacramento,Non Unique,Sacramento,99.9,
06,95843,Antelope,Non Unique,Antelope,85.7,
06,95851,Sacramento,Po Box,Sacramento,,*
06,95852,Sacramento,Po Box,Sacramento,,*
06,95853,Sacramento,Po Box,Sacramento,,*
06,95860,Sacramento,Po Box,Sacramento,,*
06,95864,Sacramento,Non Unique,Sacramento,4.7,
06,95867,Franchise Tax Brd Refunds,Unique Organization,Sacramento,,*
06,95887,Sacramento,Non Unique,Sacramento,,*
06,95894,Ca State Dmv,Unique Organization,Sacramento,,*
06,95899,Sacramento,Po Box,Sacramento,,*
07,95608,Carmichael,Non Unique,Carmichael,99.6,
07,95609,Carmichael,Po Box,Carmichael,,*
07,95610,Citrus Heights,Non Unique,Citrus Heights,100.0,
07,95611,Citrus Heights,Po Box,Citrus Heights,,*
07,95621,Citrus Heights,Non Unique,Citrus Heights,97.7,
07,95624,Elk Grove,Non Unique,Elk Grove,100.0,
07,95628,Fair Oaks,Non Unique,Fair Oaks,100.0,
07,95630,Folsom,Non Unique,Folsom,100.0,
07,95632,Galt,Non Unique,Galt,8.0,
07,95638,Herald,Non Unique,Herald,100.0,
07,95640,Ione,Non Unique,Ione,0.0,
07,95655,Mather,Non Unique,Mather,100.0,
07,95661,Roseville,Non Unique,Roseville,0.3,
07,95662,Orangevale,Non Unique,Orangevale,99.9,
07,95669,Plymouth,Non Unique,Plymouth,0.0,
07,95670,Rancho Cordova,Non Unique,Rancho Cordova,100.0,
07,95671,Folsom Prison,Unique Organization,Represa,,*
07,95678,Roseville,Non Unique,Roseville,0.0,
07,95682,Shingle Springs,Non Unique,Shingle Springs,0.0,
07,95683,Sloughhouse,Non Unique,Sloughhouse,99.9,
07,95693,Wilton,Non Unique,Wilton,100.0,
07,95741,Rancho Cordova,Po Box,Rancho Cordova,,*
07,95742,Rancho Cordova,Non Unique,Rancho Cordova,100.0,
07,95746,Granite Bay,Non Unique,Granite Bay,0.0,
07,95757,Elk Grove,Non Unique,Elk Grove,92.5,
07,95758,Elk Grove,Non Unique,Elk Grove,89.7,
07,95759,Elk Grove,Po Box,Elk Grove,,*
07,95762,El Dorado Hills,Non Unique,El Dorado Hills,0.0,
07,95763,Folsom,Po Box,Folsom,,*
07,95821,Sacramento,Non Unique,Sacramento,52.4,
07,95823,Sacramento,Non Unique,Sacramento,7.6,
07,95825,Sacramento,Non Unique,Sacramento,15.8,
07,95826,Sacramento,Non Unique,Sacramento,67.0,
07,95827,Sacramento,Non Unique,Sacramento,100.0,
07,95828,Sacramento,Non Unique,Sacramento,89.1,
07,95829,Sacramento,Non Unique,Sacramento,100.0,
07,95830,Sacramento,Non Unique,Sacramento,100.0,
07,95832,Sacramento,Non Unique,Sacramento,0.0,
07,95841,Sacramento,Non Unique,Sacramento,34.2,
07,95842,Sacramento,Non Unique,Sacramento,0.1,
07,95864,Sacramento,Non Unique,Sacramento,95.3,
07,95865,Sacramento,Po Box,Sacramento,,*
07,95866,Sacramento,Po Box,Sacramento,,*
08,91701,Rancho Cucamonga,Non Unique,Rancho Cucamonga,0.0,
08,91711,Claremont,Non Unique,Claremont,0.0,
08,91737,Rancho Cucamonga,Non Unique,Rancho Cucamonga,0.7,
08,91739,Rancho Cucamonga,Non Unique,Rancho Cucamonga,0.0,
08,91759,Mt Baldy,Po Box,Mt Baldy,100.0,
08,91784,Upland,Non Unique,Upland,0.1,
08,92220,Banning,Non Unique,Banning,0.0,
08,92223,Beaumont,Non Unique,Beaumont,0.0,
08,92225,Blythe,Non Unique,Blythe,0.0,
08,92241,Desert Hot Springs,Non Unique,Desert Hot Springs,0.0,
08,92242,Earp,Non Unique,Earp,100.0,
08,92252,Joshua Tree,Non Unique,Joshua Tree,100.0,
08,92256,Morongo Valley,Non Unique,Morongo Valley,100.0,
08,92267,Parker Dam,Non Unique,Parker Dam,100.0,
08,92268,Pioneertown,Po Box,Pioneertown,100.0,
08,92277,Twentynine Palms,Non Unique,Twentynine Palms,100.0,
08,92278,Twentynine Palms,Non Unique,Twentynine Palms,,
08,92280,Vidal,Non Unique,Vidal,100.0,
08,92282,Whitewater,Non Unique,Whitewater,0.0,
08,92284,Yucca Valley,Non Unique,Yucca Valley,100.0,
08,92285,Landers,Non Unique,Landers,100.0,
08,92286,Yucca Valley,Po Box,Yucca Valley,,*
08,92301,Adelanto,Non Unique,Adelanto,100.0,
08,92304,Amboy,Po Box,Amboy,100.0,
08,92305,Angelus Oaks,Non Unique,Angelus Oaks,100.0,
08,92307,Apple Valley,Non Unique,Apple Valley,100.0,
08,92308,Apple Valley,Non Unique,Apple Valley,100.0,
08,92309,Baker,Non Unique,Baker,100.0,
08,92310,Fort Irwin,Non Unique,Fort Irwin,100.0,
08,92311,Barstow,Non Unique,Barstow,100.0,
08,92312,Barstow,Po Box,Barstow,,*
08,92314,Big Bear City,Non Unique,Big Bear City,100.0,
08,92315,Big Bear Lake,Non Unique,Big Bear Lake,100.0,
08,92317,Blue Jay,Po Box,Blue Jay,100.0,
08,92320,Calimesa,Non Unique,Calimesa,0.0,
08,92321,Cedar Glen,Po Box,Cedar Glen,100.0,
08,92322,Cedarpines Park,Po Box,Cedarpines Park,100.0,
08,92323,Cima,Non Unique,Cima,,
08,92325,Crestline,Po Box,Crestline,100.0,
08,92326,Crest Park,Po Box,Crest Park,,*
08,92327,Daggett,Non Unique,Daggett,100.0,
08,92328,Death Valley,Non Unique,Death Valley,100.0,
08,92329,Phelan,Po Box,Phelan,,*
08,92332,Essex,Non Unique,Essex,100.0,
08,92333,Fawnskin,Po Box,Fawnskin,100.0,
08,92336,Fontana,Non Unique,Fontana,0.0,
08,92339,Forest Falls,Non Unique,Forest Falls,100.0,
08,92340,Hesperia,Po Box,Hesperia,,*
08,92341,Green Valley Lake,Po Box,Green Valley Lake,100.0,
08,92342,Helendale,Non Unique,Helendale,100.0,
08,92344,Hesperia,Non Unique,Hesperia,100.0,
08,92345,Hesperia,Non Unique,Hesperia,100.0,
08,92346,Highland,Non Unique,Highland,73.0,
08,92347,Hinkley,Non Unique,Hinkley,100.0,
08,92352,Lake Arrowhead,Po Box,Lake Arrowhead,100.0,
08,92356,Lucerne Valley,Non Unique,Lucerne Valley,100.0,
08,92358,Lytle Creek,Non Unique,Lytle Creek,97.7,
08,92359,Mentone,Non Unique,Mentone,50.0,
08,92363,Needles,Non Unique,Needles,100.0,
08,92364,Nipton,Non Unique,Nipton,100.0,
08,92365,Newberry Springs,Non Unique,Newberry Springs,100.0,
08,92366,Mountain Pass,Non Unique,Mountain Pass,100.0,
08,92368,Oro Grande,Non Unique,Oro Grande,100.0,
08,92371,Phelan,Non Unique,Phelan,100.0,
08,92372,Pinon Hills,Non Unique,Pinon Hills,100.0,
08,92373,Redlands,Non Unique,Redlands,0.4,
08,92374,Redlands,Non Unique,Redlands,2.8,
08,92382,Running Springs,Po Box,Running Springs,100.0,
08,92384,Shoshone,Po Box,Shoshone,100.0,
08,92385,Skyforest,Po Box,Skyforest,100.0,
08,92386,Sugarloaf,Po Box,Sugarloaf,100.0,
08,92389,Tecopa,Po Box,Tecopa,100.0,
08,92391,Twin Peaks,Po Box,Twin Peaks,100.0,
08,92392,Victorville,Non Unique,Victorville,100.0,
08,92393,Victorville,Po Box,Victorville,,*
08,92394,Victorville,Non Unique,Victorville,100.0,
08,92395,Victorville,Non Unique,Victorville,100.0,
08,92397,Wrightwood,Non Unique,Wrightwood,100.0,
08,92398,Yermo,Po Box,Yermo,100.0,
08,92399,Yucaipa,Non Unique,Yucaipa,98.8,
08,92404,San Bernardino,Non Unique,San Bernardino,11.7,
08,92407,San Bernardino,Non Unique,San Bernardino,6.1,
08,92408,San Bernardino,Non Unique,San Bernardino,0.0,
08,92410,San Bernardino,Non Unique,San Bernardino,20.9,
08,92414,Campus Crusade For Christ,Unique Organization,San Bernardino,,*
08,93255,Onyx,Non Unique,Onyx,0.0,
08,93271,Three Rivers,Non Unique,Three Rivers,0.0,
08,93501,Mojave,Non Unique,Mojave,0.0,
08,93512,Benton,Non Unique,Benton,100.0,
08,93513,Big Pine,Non Unique,Big Pine,100.0,
08,93514,Bishop,Non Unique,Bishop,100.0,
08,93515,Bishop,Po Box,Bishop,,*
08,93516,Boron,Non Unique,Boron,2.7,
08,93517,Bridgeport,Non Unique,Bridgeport,100.0,
08,93522,Darwin,Po Box,Darwin,100.0,
08,93524,Edward,Unique Organization,Edwards,0.0,
08,93526,Independence,Non Unique,Independence,100.0,
08,93527,Inyokern,Non Unique,Inyokern,0.6,
08,93528,Johannesburg,Po Box,Johannesburg,0.0,
08,93529,June Lake,Non Unique,June Lake,100.0,
08,93535,Lancaster,Non Unique,Lancaster,0.0,
08,93541,Lee Vining,Po Box,Lee Vining,100.0,
08,93542,Little Lake,Po Box,Little Lake,,
08,93544,Llano,Non Unique,Llano,0.0,
08,93545,Lone Pine,Non Unique,Lone Pine,100.0,
08,93546,Mammoth Lakes,Non Unique,Mammoth Lakes,100.0,
08,93549,Olancha,Po Box,Olancha,100.0,
