2013 Congressional Districts,Zip Code,Zip Code Name,Zip Code Type,Zip Code Area Name,Percent of Population,Single Location Zip Code
08,93553,Pearblossom,Non Unique,Pearblossom,0.7,
08,93555,Ridgecrest,Non Unique,Ridgecrest,0.7,
08,93558,Red Mountain,Po Box,Red Mountain,100.0,
08,93562,Trona,Non Unique,Trona,100.0,
08,93563,Valyermo,Non Unique,Valyermo,0.5,
08,93591,Palmdale,Non Unique,Palmdale,0.0,
08,93592,Trona,Po Box,Trona,,*
08,93604,Bass Lake,Non Unique,Bass Lake,0.0,
08,93628,Hume,Non Unique,Hume,0.0,
08,95364,Pinecrest,Non Unique,Pinecrest,0.0,
08,96107,Coleville,Non Unique,Coleville,100.0,
08,96120,Markleeville,Non Unique,Markleeville,0.0,
08,96133,Topaz,Non Unique,Topaz,100.0,
09,94505,Discovery Bay,Non Unique,Discovery Bay,99.9,
09,94509,Antioch,Non Unique,Antioch,51.3,
09,94511,Bethel Island,Po Box,Bethel Island,100.0,
09,94513,Brentwood,Non Unique,Brentwood,98.7,
09,94514,Byron,Non Unique,Byron,89.5,
09,94531,Antioch,Non Unique,Antioch,100.0,
09,94548,Knightsen,Po Box,Knightsen,100.0,
09,94561,Oakley,Non Unique,Oakley,100.0,
09,95201,Stockton,Po Box,Stockton,,*
09,95202,Stockton,Non Unique,Stockton,100.0,
09,95203,Stockton,Non Unique,Stockton,100.0,
09,95204,Stockton,Non Unique,Stockton,100.0,
09,95205,Stockton,Non Unique,Stockton,100.0,
09,95206,Stockton,Non Unique,Stockton,100.0,
09,95207,Stockton,Non Unique,Stockton,100.0,
09,95208,Stockton,Po Box,Stockton,,*
09,95209,Stockton,Non Unique,Stockton,100.0,
09,95210,Stockton,Non Unique,Stockton,100.0,
09,95211,Univ Of The Pacific,Unique Organization,Stockton,100.0,
09,95212,Stockton,Non Unique,Stockton,100.0,
09,95213,Stockton,Po Box,Stockton,,*
09,95215,Stockton,Non Unique,Stockton,100.0,
09,95219,Stockton,Non Unique,Stockton,100.0,
09,95220,Acampo,Non Unique,Acampo,100.0,
09,95227,Clements,Po Box,Clements,100.0,
09,95230,Farmington,Non Unique,Farmington,53.1,
09,95231,French Camp,Non Unique,French Camp,100.0,
09,95234,Holt,Po Box,Holt,,*
09,95236,Linden,Non Unique,Linden,100.0,
09,95237,Lockeford,Non Unique,Lockeford,100.0,
09,95240,Lodi,Non Unique,Lodi,100.0,
09,95241,Lodi,Po Box,Lodi,,*
09,95242,Lodi,Non Unique,Lodi,100.0,
09,95252,Valley Springs,Non Unique,Valley Springs,0.0,
09,95253,Victor,Po Box,Victor,100.0,
09,95258,Woodbridge,Non Unique,Woodbridge,100.0,
09,95267,Stockton,Po Box,Stockton,,*
09,95269,Stockton,Po Box,Stockton,,*
09,95296,Defense Dist Region,Unique Organization,Stockton,,*
09,95297,Stockton Brm Zip,Unique Organization,Stockton,,*
09,95304,Tracy,Non Unique,Tracy,14.9,
09,95320,Escalon,Non Unique,Escalon,38.3,
09,95330,Lathrop,Non Unique,Lathrop,99.7,
09,95336,Manteca,Non Unique,Manteca,9.3,
09,95337,Manteca,Non Unique,Manteca,0.0,
09,95356,Modesto,Non Unique,Modesto,0.0,
09,95361,Oakdale,Non Unique,Oakdale,1.3,
09,95366,Ripon,Non Unique,Ripon,3.7,
09,95367,Riverbank,Non Unique,Riverbank,0.0,
09,95376,Tracy,Non Unique,Tracy,0.0,
09,95377,Tracy,Non Unique,Tracy,0.0,
09,95391,Tracy,Non Unique,Tracy,98.4,
09,95632,Galt,Non Unique,Galt,92.0,
09,95638,Herald,Non Unique,Herald,0.0,
09,95640,Ione,Non Unique,Ione,0.0,
09,95641,Isleton,Non Unique,Isleton,0.0,
09,95686,Thornton,Po Box,Thornton,100.0,
09,95690,Walnut Grove,Non Unique,Walnut Grove,1.1,
09,95757,Elk Grove,Non Unique,Elk Grove,0.0,
10,94550,Livermore,Non Unique,Livermore,0.0,
10,95020,Gilroy,Non Unique,Gilroy,0.0,
10,95023,Hollister,Non Unique,Hollister,0.0,
10,95228,Copperopolis,Non Unique,Copperopolis,0.0,
10,95230,Farmington,Non Unique,Farmington,25.8,
10,95236,Linden,Non Unique,Linden,0.0,
10,95252,Valley Springs,Non Unique,Valley Springs,0.0,
10,95303,Ballico,Non Unique,Ballico,0.0,
10,95304,Tracy,Non Unique,Tracy,85.1,
10,95307,Ceres,Non Unique,Ceres,100.0,
10,95313,Crows Landing,Non Unique,Crows Landing,100.0,
10,95316,Denair,Non Unique,Denair,99.9,
10,95319,Empire,Po Box,Empire,,*
10,95320,Escalon,Non Unique,Escalon,61.7,
10,95322,Gustine,Non Unique,Gustine,0.1,
10,95323,Hickman,Non Unique,Hickman,100.0,
10,95324,Hilmar,Non Unique,Hilmar,0.0,
10,95326,Hughson,Non Unique,Hughson,100.0,
10,95327,Jamestown,Non Unique,Jamestown,0.0,
10,95328,Keyes,Non Unique,Keyes,100.0,
10,95329,La Grange,Non Unique,La Grange,10.0,
10,95330,Lathrop,Non Unique,Lathrop,0.3,
10,95336,Manteca,Non Unique,Manteca,90.7,
10,95337,Manteca,Non Unique,Manteca,100.0,
10,95350,Modesto,Non Unique,Modesto,100.0,
10,95351,Modesto,Non Unique,Modesto,100.0,
10,95352,Modesto,Po Box,Modesto,,*
10,95353,Modesto,Po Box,Modesto,,*
10,95354,Modesto,Non Unique,Modesto,100.0,
10,95355,Modesto,Non Unique,Modesto,100.0,
10,95356,Modesto,Non Unique,Modesto,100.0,
10,95357,Modesto,Non Unique,Modesto,100.0,
10,95358,Modesto,Non Unique,Modesto,100.0,
10,95360,Newman,Non Unique,Newman,98.6,
10,95361,Oakdale,Non Unique,Oakdale,98.7,
10,95363,Patterson,Non Unique,Patterson,100.0,
10,95366,Ripon,Non Unique,Ripon,96.3,
10,95367,Riverbank,Non Unique,Riverbank,100.0,
10,95368,Salida,Non Unique,Salida,100.0,
10,95369,Snelling,Non Unique,Snelling,0.0,
10,95374,Stevinson,Non Unique,Stevinson,0.0,
10,95376,Tracy,Non Unique,Tracy,100.0,
10,95377,Tracy,Non Unique,Tracy,99.8,
10,95378,Tracy,Po Box,Tracy,,*
10,95380,Turlock,Non Unique,Turlock,95.9,
10,95381,Turlock,Po Box,Turlock,,*
10,95382,Turlock,Non Unique,Turlock,100.0,
10,95385,Vernalis,Non Unique,Vernalis,100.0,
10,95386,Waterford,Non Unique,Waterford,100.0,
10,95387,Westley,Po Box,Westley,100.0,
10,95391,Tracy,Non Unique,Tracy,0.0,
10,95397,Modesto Brm Zip,Unique Organization,Modesto,,*
11,94505,Discovery Bay,Non Unique,Discovery Bay,0.0,
11,94506,Danville,Non Unique,Danville,99.1,
11,94507,Alamo,Non Unique,Alamo,99.7,
11,94509,Antioch,Non Unique,Antioch,48.7,
11,94513,Brentwood,Non Unique,Brentwood,1.3,
11,94514,Byron,Non Unique,Byron,2.3,
11,94516,Canyon,Po Box,Canyon,100.0,
11,94517,Clayton,Non Unique,Clayton,100.0,
11,94518,Concord,Non Unique,Concord,100.0,
11,94519,Concord,Non Unique,Concord,100.0,
11,94520,Concord,Non Unique,Concord,100.0,
11,94521,Concord,Non Unique,Concord,100.0,
11,94522,Concord,Po Box,Concord,,*
11,94523,Pleasant Hill,Non Unique,Pleasant Hill,100.0,
11,94524,Concord,Po Box,Concord,,*
11,94525,Crockett,Non Unique,Crockett,0.0,
11,94526,Danville,Non Unique,Danville,94.1,
11,94527,Concord,Po Box,Concord,,*
11,94528,Diablo,Po Box,Diablo,100.0,
11,94529,Chevron Usa Inc,Unique Organization,Concord,,*
11,94530,El Cerrito,Non Unique,El Cerrito,99.7,
11,94546,Castro Valley,Non Unique,Castro Valley,0.0,
11,94547,Hercules,Non Unique,Hercules,0.0,
11,94549,Lafayette,Non Unique,Lafayette,100.0,
11,94551,Livermore,Non Unique,Livermore,0.7,
11,94552,Castro Valley,Non Unique,Castro Valley,0.0,
11,94553,Martinez,Non Unique,Martinez,43.0,
11,94556,Moraga,Non Unique,Moraga,100.0,
11,94563,Orinda,Non Unique,Orinda,100.0,
11,94564,Pinole,Non Unique,Pinole,0.3,
11,94565,Pittsburg,Non Unique,Pittsburg,100.0,
11,94568,Dublin,Non Unique,Dublin,0.0,
11,94570,Moraga,Po Box,Moraga,,*
11,94575,Moraga,Po Box,Moraga,,*
11,94582,San Ramon,Non Unique,San Ramon,0.1,
11,94583,San Ramon,Non Unique,San Ramon,0.0,
11,94585,Suisun City,Non Unique,Suisun City,0.0,
11,94588,Pleasanton,Non Unique,Pleasanton,1.3,
11,94595,Walnut Creek,Non Unique,Walnut Creek,100.0,
11,94596,Walnut Creek,Non Unique,Walnut Creek,100.0,
11,94597,Walnut Creek,Non Unique,Walnut Creek,100.0,
11,94598,Walnut Creek,Non Unique,Walnut Creek,100.0,
11,94611,Oakland,Non Unique,Oakland,0.0,
11,94619,Oakland,Non Unique,Oakland,0.0,
11,94704,Berkeley,Non Unique,Berkeley,0.0,
11,94705,Berkeley,Non Unique,Berkeley,0.0,
11,94706,Albany,Non Unique,Albany,0.0,
11,94707,Berkeley,Non Unique,Berkeley,23.9,
11,94708,Berkeley,Non Unique,Berkeley,19.6,
11,94801,Richmond,Non Unique,Richmond,99.8,
11,94802,Richmond,Po Box,Richmond,,*
11,94803,El Sobrante,Non Unique,El Sobrante,99.9,
11,94804,Richmond,Non Unique,Richmond,100.0,
11,94805,Richmond,Non Unique,Richmond,100.0,
11,94806,San Pablo,Non Unique,San Pablo,83.7,
11,94807,Richmond,Po Box,Richmond,,*
11,94808,Richmond,Po Box,Richmond,,*
11,94820,El Sobrante,Po Box,El Sobrante,,*
11,94850,Richmond,Non Unique,Richmond,,
12,94005,Brisbane,Non Unique,Brisbane,0.0,
12,94014,Daly City,Non Unique,Daly City,0.0,
12,94102,San Francisco,Non Unique,San Francisco,100.0,
12,94103,San Francisco,Non Unique,San Francisco,100.0,
12,94104,San Francisco,Non Unique,San Francisco,100.0,
12,94105,San Francisco,Non Unique,San Francisco,100.0,
12,94107,San Francisco,Non Unique,San Francisco,100.0,
12,94108,San Francisco,Non Unique,San Francisco,100.0,
12,94109,San Francisco,Non Unique,San Francisco,100.0,
12,94110,San Francisco,Non Unique,San Francisco,100.0,
12,94111,San Francisco,Non Unique,San Francisco,100.0,
12,94112,San Francisco,Non Unique,San Francisco,31.9,
12,94114,San Francisco,Non Unique,San Francisco,100.0,
12,94115,San Francisco,Non Unique,San Francisco,100.0,
12,94116,San Francisco,Non Unique,San Francisco,92.1,
12,94117,San Francisco,Non Unique,San Francisco,100.0,
12,94118,San Francisco,Non Unique,San Francisco,100.0,
12,94119,San Francisco,Po Box,San Francisco,,*
12,94120,San Francisco,Po Box,San Francisco,,*
12,94121,San Francisco,Non Unique,San Francisco,100.0,
12,94122,San Francisco,Non Unique,San Francisco,100.0,
12,94123,San Francisco,Non Unique,San Francisco,100.0,
12,94124,San Francisco,Non Unique,San Francisco,100.0,
12,94125,San Francisco,Po Box,San Francisco,,*
12,94126,San Francisco,Po Box,San Francisco,,*
12,94127,San Francisco,Non Unique,San Francisco,26.9,
12,94129,San Francisco,Non Unique,San Francisco,100.0,
12,94130,San Francisco,Non Unique,San Francisco,100.0,
12,94131,San Francisco,Non Unique,San Francisco,96.8,
12,94132,San Francisco,Non Unique,San Francisco,0.0,
12,94133,San Francisco,Non Unique,San Francisco,100.0,
12,94134,San Francisco,Non Unique,San Francisco,94.9,
12,94137,Bank Of America,Unique Organization,San Francisco,,*
12,94139,First Interstate Bank,Unique Organization,San Francisco,,*
12,94140,San Francisco,Po Box,San Francisco,,*
12,94141,San Francisco,Po Box,San Francisco,,*
12,94142,San Francisco,Po Box,San Francisco,,*
12,94143,Ucsf,Unique Organization,San Francisco,,
12,94144,Wells Fargo Bank,Unique Organization,San Francisco,,*
12,94145,Union Bank Of California,Unique Organization,San Francisco,,*
12,94146,San Francisco,Po Box,San Francisco,,*
12,94147,San Francisco,Po Box,San Francisco,,*
12,94151,Internal Revenue Service,Unique Organization,San Francisco,,*
12,94156,Wells Fargo Bank,Unique Organization,San Francisco,,*
12,94158,San Francisco,Non Unique,San Francisco,100.0,
12,94159,San Francisco,Po Box,San Francisco,,*
12,94160,Bank Of America,Unique Organization,San Francisco,,*
12,94161,Bank Of America,Unique Organization,San Francisco,,*
12,94162,Wells Fargo Bank,Unique Organization,San Francisco,,*
12,94163,Wells Fargo Bank,Unique Organization,San Francisco,,*
12,94164,San Francisco,Po Box,San Francisco,,*
12,94172,San Francisco,Po Box,San Francisco,,*
12,94177,Pg&E,Unique Organization,San Francisco,,*
12,94188,San Francisco,Po Box,San Francisco,,*
12,94501,Alameda,Non Unique,Alameda,0.0,
12,94920,Belvedere Tiburon,Non Unique,Belvedere Tiburon,0.0,
12,94965,Sausalito,Non Unique,Sausalito,0.0,
13,94130,San Francisco,Non Unique,San Francisco,0.0,
13,94501,Alameda,Non Unique,Alameda,100.0,
13,94502,Alameda,Non Unique,Alameda,100.0,
13,94507,Alamo,Non Unique,Alamo,0.0,
13,94530,El Cerrito,Non Unique,El Cerrito,0.3,
13,94546,Castro Valley,Non Unique,Castro Valley,0.0,
13,94563,Orinda,Non Unique,Orinda,0.0,
13,94577,San Leandro,Non Unique,San Leandro,100.0,
13,94578,San Leandro,Non Unique,San Leandro,50.5,
13,94579,San Leandro,Non Unique,San Leandro,99.9,
13,94580,San Lorenzo,Non Unique,San Lorenzo,3.2,
13,94601,Oakland,Non Unique,Oakland,100.0,
13,94602,Oakland,Non Unique,Oakland,100.0,
13,94603,Oakland,Non Unique,Oakland,100.0,
13,94605,Oakland,Non Unique,Oakland,100.0,
13,94606,Oakland,Non Unique,Oakland,100.0,
13,94607,Oakland,Non Unique,Oakland,100.0,
13,94608,Emeryville,Non Unique,Emeryville,100.0,
13,94609,Oakland,Non Unique,Oakland,100.0,
13,94610,Oakland,Non Unique,Oakland,100.0,
13,94611,Oakland,Non Unique,Oakland,100.0,
13,94612,Oakland,Non Unique,Oakland,100.0,
13,94613,Oakland,Po Box,Oakland,100.0,
13,94614,Oakland,Po Box,Oakland,,*
13,94615,Oakland,Non Unique,Oakland,,*
13,94618,Oakland,Non Unique,Oakland,100.0,
13,94619,Oakland,Non Unique,Oakland,99.9,
13,94620,Piedmont,Po Box,Piedmont,,*
13,94621,Oakland,Non Unique,Oakland,100.0,
13,94622,Oakland Intrntl Service Ctr,Unique Organization,Oakland,,*
13,94624,Oakland,Po Box,Oakland,,*
13,94649,Ebmud,Unique Organization,Oakland,,*
13,94659,Blue Cross,Unique Organization,Oakland,,*
13,94660,Safeway Stores,Unique Organization,Oakland,,*
13,94661,Oakland,Po Box,Oakland,,*
13,94662,Emeryville,Po Box,Emeryville,,*
13,94666,Kaiser Services,Unique Organization,Oakland,,*
13,94701,Berkeley,Po Box,Berkeley,,*
13,94702,Berkeley,Non Unique,Berkeley,100.0,
13,94703,Berkeley,Non Unique,Berkeley,100.0,
13,94704,Berkeley,Non Unique,Berkeley,100.0,
13,94705,Berkeley,Non Unique,Berkeley,100.0,
13,94706,Albany,Non Unique,Albany,100.0,
13,94707,Berkeley,Non Unique,Berkeley,76.1,
13,94708,Berkeley,Non Unique,Berkeley,80.4,
13,94709,Berkeley,Non Unique,Berkeley,100.0,
13,94710,Berkeley,Non Unique,Berkeley,100.0,
13,94712,Berkeley,Po Box,Berkeley,,*
13,94720,Uc Berkeley,Unique Organization,Berkeley,100.0,
13,94804,Richmond,Non Unique,Richmond,0.0,
14,94002,Belmont,Non Unique,Belmont,100.0,
14,94005,Brisbane,Non Unique,Brisbane,100.0,
14,94010,Burlingame,Non Unique,Burlingame,100.0,
14,94011,Burlingame,Po Box,Burlingame,,*
14,94014,Daly City,Non Unique,Daly City,100.0,
14,94015,Daly City,Non Unique,Daly City,100.0,
14,94016,Daly City,Po Box,Daly City,,*
14,94017,Daly City,Po Box,Daly City,,*
14,94018,El Granada,Po Box,El Granada,100.0,
14,94019,Half Moon Bay,Non Unique,Half Moon Bay,100.0,
14,94025,Menlo Park,Non Unique,Menlo Park,14.7,
14,94028,Portola Valley,Non Unique,Portola Valley,0.0,
14,94030,Millbrae,Non Unique,Millbrae,100.0,
14,94037,Montara,Po Box,Montara,100.0,
14,94038,Moss Beach,Non Unique,Moss Beach,100.0,
14,94044,Pacifica,Non Unique,Pacifica,100.0,
14,94061,Redwood City,Non Unique,Redwood City,3.9,
14,94062,Redwood City,Non Unique,Redwood City,24.6,
14,94063,Redwood City,Non Unique,Redwood City,61.8,
14,94064,Redwood City,Po Box,Redwood City,,*
14,94065,Redwood City,Non Unique,Redwood City,100.0,
14,94066,San Bruno,Non Unique,San Bruno,100.0,
14,94070,San Carlos,Non Unique,San Carlos,100.0,
14,94074,San Gregorio,Non Unique,San Gregorio,4.2,
14,94080,South San Francisco,Non Unique,South San Francisco,100.0,
14,94083,South San Francisco,Po Box,South San Francisco,,*
14,94112,San Francisco,Non Unique,San Francisco,68.1,
14,94116,San Francisco,Non Unique,San Francisco,7.9,
14,94121,San Francisco,Non Unique,San Francisco,0.0,
14,94124,San Francisco,Non Unique,San Francisco,0.0,
14,94127,San Francisco,Non Unique,San Francisco,73.1,
14,94128,San Francisco,Non Unique,San Francisco,100.0,
14,94131,San Francisco,Non Unique,San Francisco,3.2,
14,94132,San Francisco,Non Unique,San Francisco,100.0,
14,94134,San Francisco,Non Unique,San Francisco,5.1,
14,94301,Palo Alto,Non Unique,Palo Alto,0.0,
14,94303,Palo Alto,Non Unique,Palo Alto,61.3,
14,94401,San Mateo,Non Unique,San Mateo,100.0,
14,94402,San Mateo,Non Unique,San Mateo,100.0,
14,94403,San Mateo,Non Unique,San Mateo,100.0,
14,94404,San Mateo,Non Unique,San Mateo,100.0,
14,94497,Postal Data Center,Unique Organization,San Mateo,,*
15,94505,Discovery Bay,Non Unique,Discovery Bay,0.0,
15,94506,Danville,Non Unique,Danville,0.9,
15,94507,Alamo,Non Unique,Alamo,0.3,
15,94514,Byron,Non Unique,Byron,8.1,
15,94526,Danville,Non Unique,Danville,5.9,
15,94536,Fremont,Non Unique,Fremont,61.8,
15,94537,Fremont,Po Box,Fremont,,*
15,94539,Fremont,Non Unique,Fremont,0.1,
15,94540,Hayward,Po Box,Hayward,,*
15,94541,Hayward,Non Unique,Hayward,100.0,
15,94542,Hayward,Non Unique,Hayward,100.0,
15,94543,Hayward,Po Box,Hayward,,*
15,94544,Hayward,Non Unique,Hayward,100.0,
15,94545,Hayward,Non Unique,Hayward,100.0,
15,94546,Castro Valley,Non Unique,Castro Valley,100.0,
15,94550,Livermore,Non Unique,Livermore,99.4,
15,94551,Livermore,Non Unique,Livermore,99.3,
15,94552,Castro Valley,Non Unique,Castro Valley,100.0,
15,94555,Fremont,Non Unique,Fremont,100.0,
15,94557,Hayward,Po Box,Hayward,,*
15,94560,Newark,Non Unique,Newark,0.0,
15,94566,Pleasanton,Non Unique,Pleasanton,100.0,
15,94568,Dublin,Non Unique,Dublin,100.0,
15,94577,San Leandro,Non Unique,San Leandro,0.0,
15,94578,San Leandro,Non Unique,San Leandro,49.5,
15,94579,San Leandro,Non Unique,San Leandro,0.1,
15,94580,San Lorenzo,Non Unique,San Lorenzo,96.8,
15,94582,San Ramon,Non Unique,San Ramon,99.9,
15,94583,San Ramon,Non Unique,San Ramon,100.0,
15,94586,Sunol,Non Unique,Sunol,98.6,
15,94587,Union City,Non Unique,Union City,100.0,
15,94588,Pleasanton,Non Unique,Pleasanton,98.7,
15,94605,Oakland,Non Unique,Oakland,0.0,
15,94611,Oakland,Non Unique,Oakland,0.0,
15,94619,Oakland,Non Unique,Oakland,0.1,
15,95035,Milpitas,Non Unique,Milpitas,0.0,
15,95140,Mount Hamilton,Non Unique,Mount Hamilton,0.0,
15,95377,Tracy,Non Unique,Tracy,0.2,
15,95391,Tracy,Non Unique,Tracy,1.6,
16,93606,Biola,Po Box,Biola,100.0,
16,93610,Chowchilla,Non Unique,Chowchilla,99.8,
16,93612,Clovis,Non Unique,Clovis,0.0,
16,93620,Dos Palos,Non Unique,Dos Palos,94.1,
16,93622,Firebaugh,Non Unique,Firebaugh,4.6,
16,93626,Friant,Non Unique,Friant,0.0,
16,93630,Kerman,Non Unique,Kerman,3.1,
16,93635,Los Banos,Non Unique,Los Banos,100.0,
16,93636,Madera,Non Unique,Madera,97.6,
16,93637,Madera,Non Unique,Madera,100.0,
16,93638,Madera,Non Unique,Madera,100.0,
16,93639,Madera,Po Box,Madera,,*
16,93640,Mendota,Non Unique,Mendota,0.0,
16,93653,Raymond,Non Unique,Raymond,0.0,
16,93701,Fresno,Non Unique,Fresno,100.0,
16,93702,Fresno,Non Unique,Fresno,100.0,
16,93703,Fresno,Non Unique,Fresno,100.0,
16,93704,Fresno,Non Unique,Fresno,58.9,
16,93705,Fresno,Non Unique,Fresno,93.6,
16,93706,Fresno,Non Unique,Fresno,79.1,
16,93711,Fresno,Non Unique,Fresno,0.0,
16,93720,Fresno,Non Unique,Fresno,0.0,
16,93721,Fresno,Non Unique,Fresno,100.0,
16,93722,Fresno,Non Unique,Fresno,54.6,
16,93723,Fresno,Non Unique,Fresno,95.9,
16,93724,Fresno Superior Court,Unique Organization,Fresno,,*
16,93725,Fresno,Non Unique,Fresno,69.7,
16,93726,Fresno,Non Unique,Fresno,44.9,
16,93727,Fresno,Non Unique,Fresno,52.6,
16,93728,Fresno,Non Unique,Fresno,100.0,
16,93730,Fresno,Non Unique,Fresno,0.0,
16,93737,Fresno,Non Unique,Fresno,,*
16,93740,Fresno State University,Unique Organization,Fresno,,*
16,93741,Fresno City College,Unique Organization,Fresno,,*
16,93744,Fresno,Po Box,Fresno,,*
16,93745,Fresno,Po Box,Fresno,,*
16,93747,Fresno,Po Box,Fresno,,*
16,93750,Fresno Cnty Social Svc Dept,Unique Organization,Fresno,,*
16,93755,Fresno,Po Box,Fresno,,*
16,93760,Pacific Gas And Electric,Unique Organization,Fresno,,*
16,93761,United Faith Found,Unique Organization,Fresno,,*
16,93764,Fresno City Utilities,Unique Organization,Fresno,,*
16,93771,Fresno,Po Box,Fresno,,*
16,93772,Fresno,Po Box,Fresno,,*
16,93773,Fresno,Po Box,Fresno,,*
16,93774,Fresno,Po Box,Fresno,,*
16,93775,Fresno,Po Box,Fresno,,*
16,93776,Fresno,Po Box,Fresno,,*
16,93777,Fresno,Po Box,Fresno,,*
16,93778,Fresno,Po Box,Fresno,,*
16,93779,Fresno,Po Box,Fresno,,*
16,93786,Fresno Bee,Unique Organization,Fresno,,*
16,93790,Fresno,Po Box,Fresno,,*
16,93791,Fresno,Po Box,Fresno,,*
16,93792,Fresno,Po Box,Fresno,,*
16,93793,Fresno,Po Box,Fresno,,*
16,93794,Fresno,Po Box,Fresno,,*
16,93844,Internal Revenue Service,Unique Organization,Fresno,,*
16,93888,Internal Revenue Service,Unique Organization,Fresno,,*
16,95023,Hollister,Non Unique,Hollister,0.0,
16,95301,Atwater,Non Unique,Atwater,100.0,
16,95303,Ballico,Non Unique,Ballico,100.0,
16,95306,Catheys Valley,Non Unique,Catheys Valley,0.0,
16,95312,Cressey,Po Box,Cressey,100.0,
16,95313,Crows Landing,Non Unique,Crows Landing,0.0,
16,95315,Delhi,Non Unique,Delhi,100.0,
16,95316,Denair,Non Unique,Denair,0.1,
16,95317,El Nido,Non Unique,El Nido,100.0,
16,95322,Gustine,Non Unique,Gustine,99.9,
16,95324,Hilmar,Non Unique,Hilmar,100.0,
16,95329,La Grange,Non Unique,La Grange,0.0,
16,95333,Le Grand,Non Unique,Le Grand,99.9,
16,95334,Livingston,Non Unique,Livingston,100.0,
16,95338,Mariposa,Non Unique,Mariposa,0.0,
16,95340,Merced,Non Unique,Merced,100.0,
16,95341,Merced,Non Unique,Merced,100.0,
16,95343,Merced,Non Unique,Merced,,
16,95344,Merced,Po Box,Merced,,*
16,95348,Merced,Non Unique,Merced,100.0,
16,95360,Newman,Non Unique,Newman,1.4,
16,95363,Patterson,Non Unique,Patterson,0.0,
16,95365,Planada,Non Unique,Planada,100.0,
16,95369,Snelling,Non Unique,Snelling,93.4,
16,95374,Stevinson,Non Unique,Stevinson,100.0,
16,95380,Turlock,Non Unique,Turlock,4.1,
16,95388,Winton,Non Unique,Winton,100.0,
17,94024,Los Altos,Non Unique,Los Altos,0.3,
17,94040,Mountain View,Non Unique,Mountain View,0.0,
17,94041,Mountain View,Non Unique,Mountain View,0.3,
17,94043,Mountain View,Non Unique,Mountain View,0.2,
17,94085,Sunnyvale,Non Unique,Sunnyvale,100.0,
17,94086,Sunnyvale,Non Unique,Sunnyvale,99.6,
17,94087,Sunnyvale,Non Unique,Sunnyvale,99.6,
17,94088,Sunnyvale,Po Box,Sunnyvale,,*
17,94089,Sunnyvale,Non Unique,Sunnyvale,100.0,
17,94536,Fremont,Non Unique,Fremont,38.2,
17,94538,Fremont,Non Unique,Fremont,100.0,
17,94539,Fremont,Non Unique,Fremont,99.9,
17,94555,Fremont,Non Unique,Fremont,0.0,
17,94560,Newark,Non Unique,Newark,100.0,
17,94586,Sunol,Non Unique,Sunol,1.4,
17,95002,Alviso,Po Box,Alviso,100.0,
17,95014,Cupertino,Non Unique,Cupertino,98.8,
17,95015,Cupertino,Po Box,Cupertino,,*
17,95035,Milpitas,Non Unique,Milpitas,100.0,
17,95036,Milpitas,Po Box,Milpitas,,*
17,95050,Santa Clara,Non Unique,Santa Clara,98.7,
17,95051,Santa Clara,Non Unique,Santa Clara,100.0,
17,95052,Santa Clara,Po Box,Santa Clara,,*
17,95053,Santa Clara University,Unique Organization,Santa Clara,,*
17,95054,Santa Clara,Non Unique,Santa Clara,100.0,
17,95055,Santa Clara,Po Box,Santa Clara,,*
17,95056,Santa Clara,Po Box,Santa Clara,,*
17,95070,Saratoga,Non Unique,Saratoga,0.7,
17,95101,San Jose,Non Unique,San Jose,,*
17,95110,San Jose,Non Unique,San Jose,0.0,
17,95112,San Jose,Non Unique,San Jose,3.8,
17,95116,San Jose,Non Unique,San Jose,0.1,
17,95117,San Jose,Non Unique,San Jose,0.0,
17,95126,San Jose,Non Unique,San Jose,0.1,
17,95127,San Jose,Non Unique,San Jose,14.3,
17,95128,San Jose,Non Unique,San Jose,0.0,
17,95129,San Jose,Non Unique,San Jose,46.2,
17,95131,San Jose,Non Unique,San Jose,100.0,
17,95132,San Jose,Non Unique,San Jose,99.6,
17,95133,San Jose,Non Unique,San Jose,95.9,
17,95134,San Jose,Non Unique,San Jose,100.0,
17,95150,San Jose,Po Box,San Jose,,*
17,95152,San Jose,Po Box,San Jose,,*
17,95161,San Jose,Po Box,San Jose,,*
17,95164,San Jose,Po Box,San Jose,,*
17,95190,San Jose Mercury News,Unique Organization,San Jose,,*
17,95193,I B M,Unique Organization,San Jose,,*
17,95194,California Water Service,Unique Organization,San Jose,,*
18,94019,Half Moon Bay,Non Unique,Half Moon Bay,0.0,
18,94020,La Honda,Non Unique,La Honda,100.0,
18,94021,Loma Mar,Non Unique,Loma Mar,100.0,
18,94022,Los Altos,Non Unique,Los Altos,100.0,
18,94023,Los Altos,Po Box,Los Altos,,*
18,94024,Los Altos,Non Unique,Los Altos,99.7,
18,94025,Menlo Park,Non Unique,Menlo Park,85.3,
18,94026,Menlo Park,Po Box,Menlo Park,,*
18,94027,Atherton,Non Unique,Atherton,100.0,
18,94028,Portola Valley,Non Unique,Portola Valley,100.0,
18,94035,Mountain View,Po Box,Mountain View,,
18,94039,Mountain View,Po Box,Mountain View,,*
18,94040,Mountain View,Non Unique,Mountain View,100.0,
18,94041,Mountain View,Non Unique,Mountain View,99.7,
18,94042,Mountain View,Po Box,Mountain View,,*
18,94043,Mountain View,Non Unique,Mountain View,99.8,
18,94060,Pescadero,Non Unique,Pescadero,100.0,
